"learn_speed" "alcohol_cons"
"1" -0.634914133474584 -0.176006728675235
"2" -0.230349598033662 2.34006121074962
"3" 1.09384706399595 -0.39393271731504
"4" 1.21233015161818 1.49591243111929
"5" 0.113593984826386 0.548909080518237
"6" 0.161901656877785 -0.778675259880952
"7" -0.351407017713013 -0.762208680657118
"8" 1.6453183010161 1.74726833453392
"9" -0.585118928234375 -1.5132725824744
"10" 1.22437161507683 0.58959276541552
"11" 0.191523943325047 -1.08668218145689
"12" -0.935400275197897 -1.31241370580734
"13" 0.347350707051615 -0.73041564112897
"14" -0.458644159808538 0.586009470312081
"15" -1.66612385923833 -2.46067290228121
"16" 1.405117819092 2.14520228744023
"17" -0.533539459222091 0.82594534014698
"18" -0.0200403259571319 -0.888456529316575
"19" -0.860502563511202 0.0566403318677887
"20" 1.01306436685771 1.57346472398614
"21" 0.0174261983098911 0.415288677842445
"22" 0.966430032924276 1.1094515592798
"23" 0.369658671237835 0.91569811154725
"24" -0.199397377391718 1.71237249138147
"25" 0.23782044683684 2.47483925511445
"26" -1.77781616369058 -1.01414146053874
"27" 1.94914848319027 4.08756454221774
"28" 0.473725583662601 1.60943212794762
"29" 1.09711366984269 0.783875028505788
"30" 0.0877221116276105 2.19753390591342
"31" 0.275370343409928 0.347973619878063
"32" -0.340661370666715 -1.33341444526976
"33" 1.74589107468603 3.78584620760714
"34" -1.25447342795239 -1.131726925896
"35" 0.534393434074228 0.369550075953204
"36" 0.774329468046627 0.00941603906350286
"37" -0.133286691000367 1.14583681350982
"38" -0.940531205281266 -1.24444552855218
"39" 0.591683640123775 -0.0266909844357448
"40" 1.05110976639907 -0.940456690282793
"41" 0.350620163566356 0.157498755243161
"42" -1.41541118911611 -1.51531805051914
"43" -0.0187658678823309 0.695762486394528
"44" -1.04734591158131 -1.78562304574576
"45" -2.68294744992701 -3.91705162859628
"46" -1.06856750328791 -2.76644641823565
"47" 0.491148873077361 0.707909557907634
"48" -0.0694148722473338 -0.910475287205952
"49" -1.40865949413264 -1.05341043630196
"50" 0.759247024741389 1.56641186215228
"51" 0.286022680495965 1.23677060833902
"52" -0.258778890486037 0.46459398275969
"53" -0.91975658644975 -0.89070232115853
"54" 0.248145105508946 -0.355558083535028
"55" -0.0675548997306614 1.8870750253359
"56" 1.80138787515524 2.69194937879807
"57" -1.65708997270042 -1.36748833759676
"58" 0.119620584641407 -0.59569160324491
"59" 0.84803567248049 -0.0670291833840612
"60" 0.166539358976258 -0.137931719589885
"61" -0.537875788682094 -0.409625419007117
"62" 0.321470997623946 1.19391906663395
"63" 0.170946846074683 -0.172072092177769
"64" 0.269461778340576 0.757155900841094
"65" -0.793392732177144 0.537341319623267
"66" -0.421640022328749 -0.614149068929883
"67" 1.73314781551548 0.978647673062458
"68" 0.473664653552476 0.395905978918783
"69" -0.335720402860599 -0.86423305944203
"70" -0.808397881423487 -1.31893076512952
"71" 2.33667978373245 3.0957903226885
"72" -0.0820491533250156 -0.336934712847094
"73" 0.942135444711376 1.14348423767619
"74" -0.596454054042896 0.779661662227118
"75" -0.171447773810153 -1.863946160034
"76" -1.15484562323841 -1.1107760898073
"77" -0.0939742221828219 0.701288596849505
"78" -1.8944084445176 -2.23876229317227
"79" 0.926730362038236 -0.858218178343522
"80" -0.423478046380224 -0.0461909690551065
"81" 0.333458517957064 -0.102689415709974
"82" -0.508899029043315 0.819371771319172
"83" -0.534969813597612 -2.40537962274128
"84" 0.00218152431590598 -0.225424371358001
"85" -0.481264606663347 -0.65924302011232
"86" 1.05622069132049 1.9633675686956
"87" -1.01383908412055 -1.03335239697799
"88" -1.40941886270103 -1.74640075360856
"89" -0.089011955180594 0.354952100017555
"90" -0.359866625923909 -1.83633086607337
"91" -0.0270035221571094 1.24455059651037
"92" -0.526423566742118 0.283603626034159
"93" -0.226855055437372 -1.37310597159856
"94" 0.627291529691969 1.33018149967213
"95" -0.0858884482796418 0.878675291318307
"96" -0.57494142326429 -1.07362849343617
"97" -0.700068051919443 -0.139679011539029
"98" -0.304645968480953 -0.559913183956627
"99" -1.17689482374713 -1.57070946283812
"100" 0.0217063947252049 -0.0635750165146345
